,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
217,6274,1948,Master,Married,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,539,1076.0,16.276969541580208
218,1377,1954,Master,Widow,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,103,182.0,9.614600256757965
219,454,1980,Graduation,Together,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,311,824.0,15.10642850359237
220,1755,1988,2n Cycle,Together,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,84,30.0,5.021207078408531
221,2075,1969,Graduation,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,670,377.0,12.040271640473689
222,4785,1970,PhD,Together,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,194,520.0,13.238975728478811
223,9076,1980,PhD,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,30,155.0,9.129136123924638
224,7079,1962,Graduation,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,348,897.0,15.471511541047976
225,4653,1978,Graduation,Together,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,58,131.0,8.63828990573304
226,7375,1976,Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,279,297.0,11.203452827367057
227,709,1952,Graduation,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,316,787.0,14.91160849726501
228,460,1972,PhD,Married,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,961,792.0,14.938349737047075
229,3726,1986,PhD,Together,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,13,4.0,1.6161077062721738
230,6798,1966,Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,202,231.0,10.367124176424765
231,5341,1962,2n Cycle,Divorced,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,605,983.0,15.87284551989396
232,1606,1971,Graduation,Together,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,19,3.0,1.2398505612761228
233,9617,1951,Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,19,1e-08,-4.544805124254636
234,3233,1965,PhD,Married,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,555,562.0,13.54119692816526
235,89,1975,2n Cycle,Married,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,64,5.0,1.9244818756988418
236,2936,1982,Master,Together,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,5,18.0,4.013194043644647
237,9449,1958,PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,190,415.0,12.38956146043722
238,7297,1973,Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,52,5.0,1.9244818756988418
239,11004,1893,2n Cycle,Single,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,14,8.0,2.6247053095507065
240,313,1968,Graduation,Widow,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,1187,901.0,15.490833106876492
241,9940,1958,Graduation,Together,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,627,382.0,12.087765350638456
242,10735,1971,Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,12,14.0,3.55661921042866
243,9529,1990,Graduation,Married,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,1068,559.0,13.52020816163735
244,6439,1958,Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,313,789.0,14.922320934041743
245,7411,1964,PhD,Married,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,6,11.0,3.141177513258352
246,2176,1972,Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,472,1218.0,16.844120860649504
247,9265,1953,Graduation,Married,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,465,925.0,15.605370806192468
248,8867,1988,PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,1262,864.0,15.309475383637611
249,8932,1969,Master,Together,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,571,960.0,15.768298127485133
250,10236,1975,Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,48,16.0,3.7961258512559892
251,6340,1985,Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,23,3.0,1.2398505612761228
252,10089,1974,Graduation,Divorced,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,944,168.0,9.37051426842083
253,2227,1958,2n Cycle,Together,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,165,45.0,5.904337473196736
254,10992,1967,Graduation,Together,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,498,650.0,14.121031633831045
255,5304,1974,PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,9,24.0,4.567174118159448
256,309,1961,PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,183,918.0,15.572207058998703
257,3406,1964,Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,184,138.0,8.788276814822535
258,2661,1964,Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,32,12.0,3.2885808404328944
259,3153,1957,PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,6,11.0,3.141177513258352
260,10264,1979,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,30,1.0,0.0
261,1184,1968,PhD,Divorced,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,291,554.0,13.485029779610818
262,4200,1970,Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,108,167.0,9.352477050089469
263,9396,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,16,9.0,2.811601860188697
264,2387,1952,Master,Together,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,98,177.0,9.529172965589348
265,6690,1966,Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,52,38.0,5.526658828046357
266,1225,1963,Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1012,483.0,12.956435805966727
267,9703,1970,PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,107,77.0,7.199901996258663
268,291,1970,Graduation,Married,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,799,182.0,9.614600256757965
269,4557,1970,Graduation,Together,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,57,10.0,2.9828618582312485
270,2379,1953,Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,857,778.0,14.863136705144155
271,5726,1983,Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,44,16.0,3.7961258512559892
272,3066,1975,PhD,Together,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,64,167.0,9.352477050089469
273,6336,1960,Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,35,13.0,3.426646026793662
274,10967,1963,Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,66,33.0,5.221902907566307
275,2304,1963,PhD,Together,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,145,625.0,13.96290334357903
276,3445,1956,Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,741,216.0,10.151271941992427
277,7828,1981,Master,Together,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,750,68.0,6.886603862826373
278,3762,1986,PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,729,196.0,9.844380361512073
279,4391,1968,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,273,635.0,14.026739533392123
280,4669,1981,Basic,Married,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,98,4.0,1.6161077062721738
281,10144,1976,Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,279,297.0,11.203452827367057
282,8652,1946,Graduation,Together,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,233,84.0,7.424275230965478
283,1672,1974,PhD,Together,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,257,204.0,9.969957966601662
284,8962,1975,Master,Married,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,11,26.0,4.7275278557368985
285,9974,1974,Graduation,Married,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,55,15.0,3.6795049699090994
286,10983,1952,Graduation,Together,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,626,304.0,11.28329911480153
287,8148,1956,Master,Together,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,574,285.0,11.063072421201747
288,10102,1966,Graduation,Widow,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,1083,395.0,12.209007029006193
289,4697,1949,Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,142,248.0,10.598854595766563
290,9262,1984,2n Cycle,Together,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,32,20.0,4.212101396812377
291,7254,1969,Graduation,Together,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,98,39.0,5.5837896711501
292,4543,1980,Graduation,Married,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,1142,777.0,14.857723853409716
293,4927,1971,Graduation,Together,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,60,8.0,2.6247053095507065
294,10451,1965,Graduation,Together,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,16,9.0,2.811601860188697
295,2926,1952,Master,Together,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,133,1241.0,16.931038214169163
296,2874,1988,2n Cycle,Divorced,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,26,6.0,2.1877070981936266
297,9738,1986,Master,Together,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,35,65.0,6.774939745812574
298,7119,1982,Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,430,395.0,12.209007029006193
299,3924,1965,PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,115,801.0,14.986152206274596
300,5827,1958,Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,26,36.0,5.408765242582039
301,5596,1956,2n Cycle,Together,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,215,513.0,13.186759316404592
302,10812,1978,PhD,Married,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,53,37.0,5.468336708159805
303,1717,1988,Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,193,80.0,7.297942795558118
304,9491,1984,Graduation,Together,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,52,14.0,3.55661921042866
305,9274,1961,Master,Married,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,688,525.0,13.275936725742943
306,6609,1966,Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,106,1.0,0.0
307,6963,1947,Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,482,675.0,14.274460790412853
308,4440,1964,Master,Married,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,37,509.0,13.156670059981277
309,1379,1992,Master,Together,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,87,154.0,9.109919344052521
310,10032,1976,Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,50,3.0,1.2398505612761228
311,2826,1967,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,12,25.0,4.64860867107991
312,2437,1989,Graduation,Married,51381.5,0,0,69,861,138,461,60,30,61,1,6,5,12,3,750,861.0,15.294505531960183
313,6320,1976,Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,740,768.0,14.808760744145122
314,3050,1966,Graduation,Married,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,50,185.0,9.664976988158472
315,231,1956,Master,Together,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,8,24.0,4.567174118159448
316,2392,1972,Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,58,44.0,5.853340131401817
317,9478,1985,Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,310,91.0,7.6344342080927925
318,113,1951,Graduation,Married,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,17,11.0,3.141177513258352
319,2863,1970,Graduation,Single,51381.5,1,2,67,738,20,172,52,50,20,6,2,3,10,7,314,738.0,14.642231444757169
320,1802,1971,Graduation,Married,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,268,412.0,12.362919504510018
321,520,1974,Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,27,3.0,1.2398505612761228
322,8275,1965,PhD,Divorced,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,4,16.0,3.7961258512559892
323,9750,1961,PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,576,731.0,14.60261274370664
324,2607,1953,Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,206,424.0,12.468591472610303
325,7214,1957,Graduation,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,491,792.0,14.938349737047075
326,5835,1976,PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,44,21.0,4.305755122990643
327,3896,1984,Graduation,Married,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,15,22.0,4.395974737150925
328,10350,1950,PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,5,33.0,5.221902907566307
329,7786,1986,PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,92,68.0,6.886603862826373
330,2861,1983,Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,14,9.0,2.811601860188697
331,663,1989,PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,31,40.0,5.639783201220357
332,10675,1956,PhD,Married,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,252,909.0,15.529275342749699
333,2521,1971,Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,36,23.0,4.483034013635515
334,9592,1983,Graduation,Together,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,22,11.0,3.141177513258352
335,10151,1960,Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,629,317.0,11.427837485065734
336,7381,1968,Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,645,797.0,14.964958931598673
337,4099,1972,Graduation,Married,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,52,10.0,2.9828618582312485
338,9560,1965,Graduation,Together,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,818,856.0,15.269464643899578
339,1150,1899,PhD,Together,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,1098,755.0,14.737235796136215
340,10172,1988,Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,1082,456.0,12.739345480296771
341,11191,1986,Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,102,37.0,5.468336708159805
342,9707,1969,PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,79,1103.0,16.389149413153643
343,6245,1950,PhD,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,129,378.0,12.049809726368016
344,8234,1973,Basic,Together,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,17,1.0,0.0
345,1411,1952,Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,736,204.0,9.969957966601662
346,8553,1965,Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,12,30.0,5.021207078408531
347,1826,1970,Graduation,Divorced,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,1001,189.0,9.731158951330073
348,8842,1971,Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,29,15.0,3.6795049699090994
349,11030,1976,Master,Married,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,7,9.0,2.811601860188697
350,2579,1957,Graduation,Married,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,340,495.0,13.049875626359825
351,175,1986,Graduation,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,787,656.0,14.158271112891995
352,9185,1966,PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,577,452.0,12.70633234500738
353,11056,1974,Graduation,Married,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,642,546.0,13.428223026527622
354,9365,1976,PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,229,1048.0,16.158278810808525
355,6201,1978,Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,27,22.0,4.395974737150925
356,2061,1955,Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,21,78.0,7.232909950830272
357,6184,1969,PhD,Married,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,1109,561.0,13.534210454643295
358,6142,1943,Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,271,629.0,13.988533250536943
359,4107,1948,PhD,Together,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,156,269.0,10.868502102678056
360,7274,1957,Graduation,Married,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,1417,736.0,14.630941989126638
361,9336,1969,PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,124,512.0,13.17925429587425
362,2958,1978,Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,38,19.0,4.114700875314277
363,933,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,16,9.0,2.811601860188697
364,5837,1967,Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,247,247.0,10.585573980559637
365,10704,1969,Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,289,404.0,12.291123048746908
366,5125,1960,Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,1015,333.0,11.599483884332804
367,4432,1976,Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,49,2.0,0.7477012808066248
368,5955,1962,Graduation,Together,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,1099,833.0,15.152777127059936
369,2928,1975,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,201,789.0,14.922320934041743
370,5680,1984,2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,20,10.0,2.9828618582312485
371,10313,1975,Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,95,159.0,9.205044542546842
372,2557,1970,Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,22,7.0,2.4184891682868024
373,1245,1966,Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,394,977.0,15.845758766822696
374,1519,1972,PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,35,38.0,5.526658828046357
375,10703,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,63,57.0,6.456032775006331
376,1726,1970,Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,78,3.0,1.2398505612761228
377,4459,1989,Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,27,10.0,2.9828618582312485
378,1729,1961,PhD,Together,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,334,1043.0,16.136823048120227
379,1517,1969,Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,48,3.0,1.2398505612761228
380,2098,1969,PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,6,11.0,3.141177513258352
381,9543,1985,Graduation,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,19,3.0,1.2398505612761228
382,6878,1954,Graduation,Widow,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,281,43.0,5.801425746914014
383,3310,1973,2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,138,73.0,7.064410442533619
384,2724,1981,Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,7,12.0,3.2885808404328944
385,948,1971,Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,37,4.0,1.6161077062721738
386,6720,1968,Master,Together,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,178,314.0,11.394900857807052
387,6202,1960,Graduation,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,434,571.0,13.60364053244023
388,2066,1949,Graduation,Together,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,44,70.0,6.958918320353586
389,9799,1968,PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,307,866.0,15.319432657712596
390,8318,1979,Graduation,Together,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,1144,594.0,13.759783341425603
391,5642,1979,Master,Together,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,82,140.0,8.830032472168988
392,2669,1993,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,752,375.0,12.021135799868468
393,455,1946,PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,107,102.0,7.940398566488921
394,7683,1968,Master,Married,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,233,554.0,13.485029779610818
395,3428,1991,PhD,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,679,919.0,15.57695685042412
396,7414,1971,Graduation,Married,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,90,96.0,7.776911475876402
397,6354,1984,Graduation,Together,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,42,5.0,1.9244818756988418
398,798,1987,Graduation,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,25,2.0,0.7477012808066248
399,8213,1980,2n Cycle,Together,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,90,6.0,2.1877070981936266
400,2488,1956,2n Cycle,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,41,23.0,4.483034013635515
401,9999,1965,Graduation,Together,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,430,610.0,13.865630595302564
402,7617,1974,Graduation,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,96,67.0,6.8498194500720855
403,615,1960,Graduation,Together,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,278,65.0,6.774939745812574
404,2552,1955,PhD,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,30,416.0,12.398408553382314
405,194,1965,Graduation,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,18,23.0,4.483034013635515
406,3645,1972,PhD,Single,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,51,19.0,4.114700875314277
407,8890,1971,PhD,Divorced,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,117,155.0,9.129136123924638
408,5049,1974,PhD,Together,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,32,14.0,3.55661921042866
409,9973,1963,Graduation,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,120,370.0,11.972943678999282
410,7301,1982,2n Cycle,Single,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,75,4.0,1.6161077062721738
411,10882,1976,Graduation,Married,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,508,407.0,12.318176265094621
412,7030,1955,PhD,Married,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,285,1200.0,16.775196374831186
413,7422,1987,Graduation,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,284,85.0,7.455119279534195
414,3523,1962,Graduation,Together,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,490,583.0,13.68570920786249
415,7106,1943,PhD,Married,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,759,483.0,12.956435805966727
416,6504,1975,2n Cycle,Together,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,76,2.0,0.7477012808066248
417,5067,1994,Graduation,Together,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,412,966.0,15.795759099960375
418,4216,1981,Graduation,Single,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,652,822.0,15.096074945775928
419,8581,1971,Master,Married,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,147,604.0,13.82619586820988
420,5929,1973,PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,29,19.0,4.114700875314277
421,3129,1983,Graduation,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,40,5.0,1.9244818756988418
422,6528,1982,Master,Together,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,8,2.0,0.7477012808066248
423,1361,1974,Master,Married,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,359,1076.0,16.276969541580208
424,6932,1941,PhD,Married,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,834,1285.0,17.093854962103933
425,7284,1953,Graduation,Married,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,10,10.0,2.9828618582312485
426,1340,1986,Graduation,Married,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,1244,551.0,13.463803089288675
427,8746,1989,Graduation,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,388,800.0,14.980861681001992
428,5987,1989,2n Cycle,Together,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,41,2.0,0.7477012808066248
429,3767,1968,Graduation,Married,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,630,378.0,12.049809726368016
430,3725,1961,PhD,Single,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,440,1248.0,16.95724050879538
431,4324,1989,Graduation,Married,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,449,235.0,10.422822683089166
432,238,1967,2n Cycle,Together,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,567,515.0,13.201735010472484
433,6694,1964,Graduation,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,630,438.0,12.588951766647646
434,498,1970,Graduation,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,32,25.0,4.64860867107991
435,9347,1956,Master,Together,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,15,31.0,5.089787503612752
